枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,シーク,せん,3,57.0,角田 大和,角田 晃一(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
1,2,コロケーション,牝,3,51.0,河原田 菜々,安田 翔伍(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
2,3,アールオブケント,せん,3,54.0,田山 旺佑,新谷 功一(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
2,4,ジーティームッシュ,牡,3,57.0,坂井 瑠星,矢作 芳人(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
3,5,ドゥラエテルノ,牡,3,57.0,浜中 俊,武 幸四郎(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
3,6,インナーリソース,牡,3,57.0,田口 貫太,西園 正都(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
4,7,ジュンライトニング,牡,3,56.0,吉村 誠之助,清水 久詞(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
4,8,クラヴァンス,牡,3,57.0,M.デムーロ,友道 康夫(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
5,9,キーチファイター,牡,3,57.0,団野 大成,斉藤 崇史(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
5,10,ハルサメ,牝,3,55.0,小沢 大仁,西園 翔太(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
6,11,デルタフォー,牡,3,56.0,高杉 吏麒,藤岡 健一(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
6,12,ダークホース,牝,3,55.0,高倉 稜,杉山 晴紀(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
7,13,グローサートラウム,牡,3,55.0,今村 聖奈,武 幸四郎(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
7,14,ヤマカツライコウ,せん,3,55.0,永島 まなみ,小栗 実(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
8,15,ラトラース,せん,3,57.0,川田 将雅,中内田 充正(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
8,16,ラブリイグレイス,牝,3,55.0,酒井 学,宮地 貴稔(栗東),2510020104,2025年6月28日（土）,小倉,11:35,サラ系3歳未勝利,4R,芝1800,未勝利
