枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ウインルピナス,牝,5,56.0,松岡 正海,鈴木 伸尋(美浦),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
2,2,サクソンジェンヌ,牝,4,56.0,菱田 裕二,高橋 義忠(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
3,3,レッセパッセ,牝,4,56.0,斎藤 新,西園 翔太(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
3,4,ウォータークラーク,牡,3,55.0,武 豊,石橋 守(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
4,5,ルクスジニア,牝,3,53.0,池添 謙一,平田 修(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
4,6,マイネルバーテクス,牡,4,58.0,佐々木 大輔,水野 貴広(美浦),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
5,7,アラタマフェーヴル,牡,4,58.0,鮫島 克駿,浜田 多実雄(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
5,8,ピンクジン,牝,5,56.0,黛 弘人,南田 美知雄(美浦),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
6,9,ジェットマグナム,牡,3,55.0,丹内 祐次,安達 昭夫(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
6,10,シャイニースイフト,牡,5,58.0,舟山 瑠泉,菊川 正達(美浦),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
7,11,マルカオペラ,牝,4,56.0,浜中 俊,浜田 多実雄(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
7,12,ビジューブリランテ,せん,7,58.0,古川 吉洋,浅利 英明(美浦),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
8,13,リラボニート,牝,4,56.0,藤岡 佑介,須貝 尚介(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
8,14,ロードマンハイム,牡,5,58.0,R.キング,友道 康夫(栗東),2501010310,2025年8月2日（土）,札幌,14:50,釧路湿原特別,10R,芝1800,2勝
