枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,フィザルモニカ,牝,3,53.0,津村 明秀,大和田 成(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
2,2,レディーフランシス,牝,3,53.0,大野 拓弥,和田 勇介(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
3,3,アルプスオジョー,牝,4,53.0,石田 拓郎,小西 一男(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
3,4,ミランカ,牝,4,56.0,木幡 巧也,岩戸 孝樹(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
4,5,タマモカンパネラ,牝,3,53.0,菊沢 一樹,伊藤 圭三(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
4,6,ウェルキン,牝,4,56.0,杉原 誠人,新開 幸一(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
5,7,ラルガメンテ,牝,3,53.0,戸崎 圭太,尾関 知人(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
5,8,セギレエルビエント,牝,3,53.0,荻野 極,伊坂 重信(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
6,9,オーケーマヒナ,牝,3,53.0,石川 裕紀人,相沢 郁(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
6,10,ホシニネガイヲ,牝,3,53.0,三浦 皇成,竹内 正洋(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
7,11,パースウェイド,牝,3,53.0,原 優介,中舘 英二(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
7,12,キセキノエンジェル,牝,6,56.0,丸田 恭介,武市 康男(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
8,13,エンピリカルルール,牝,4,53.0,水沼 元輝,加藤 和宏(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
8,14,フィールオーサム,牝,3,53.0,菅原 明良,岩戸 孝樹(美浦),2503020706,2025年7月19日（土）,福島,13:05,サラ系3歳上500万円以下,6R,ダ1700,1勝
