枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,グランセゾン,牝,3,55.0,佐々木 大輔,栗田 徹(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
1,2,バントック,牡,3,57.0,丹内 祐次,浜田 多実雄(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
2,3,ストレートブラック,牝,3,55.0,松岡 正海,奥平 雅士(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
2,4,アインホルン,牡,3,54.0,森田 誠也,寺島 良(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
3,5,ヴァンガルダ,牝,3,55.0,斎藤 新,奥村 豊(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
3,6,カリータフェリス,牝,3,52.0,舟山 瑠泉,鈴木 慎太郎(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
4,7,エコログロス,牡,3,57.0,嶋田 純次,手塚 貴久(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
4,8,アロマフェリス,牝,3,55.0,R.キング,辻野 泰之(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
5,9,ホウオウアーネスト,牡,3,57.0,横山 典弘,安田 翔伍(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
5,10,フェアリーグレン,牝,3,54.0,松本 大輝,吉田 直弘(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
6,11,トリフォラート,牝,3,55.0,横山 武史,小手川 準(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
6,12,ゴートゥーミジョカ,牝,3,52.0,柴田 裕一郎,宮本 博(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
7,13,マサノイロハ,牡,3,57.0,古川 吉洋,藤野 健太(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
7,14,ロパシック,牝,3,55.0,池添 謙一,大竹 正博(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
8,15,シカレ,牝,3,52.0,古川 奈穂,前川 恭子(栗東),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
8,16,バトラーズワーフ,牡,3,57.0,鮫島 克駿,浅利 英明(美浦),2501010304,2025年8月2日（土）,札幌,11:30,サラ系3歳未勝利,4R,芝2000,未勝利
