枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アンゴラブラック,牝,4,56.0,戸崎 圭太,尾関 知人(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
1,2,バロネッサ,牝,4,56.0,C.ルメール,田中 博康(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
2,3,ニューステソーロ,牝,4,56.0,菊沢 一樹,高木 登(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
2,4,キュクヌス,牝,4,56.0,津村 明秀,池江 泰寿(栗東),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
3,5,ワイドアラジン,牡,5,58.0,西塚 洸二,奥村 豊(栗東),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
3,6,メジャークロニクル,牡,6,58.0,柴田 大知,栗田 徹(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
4,7,モズマーヴェリック,牡,4,58.0,国分 恭介,牧浦 充徳(栗東),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
4,8,エンドロール,牡,6,58.0,原 優介,青木 孝文(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
5,9,コスモサガルマータ,牡,5,58.0,荻野 極,嘉藤 貴行(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
5,10,サトノクローク,牡,5,58.0,三浦 皇成,橋口 慎介(栗東),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
6,11,ライラスター,せん,6,58.0,丸山 元気,森 一誠(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
6,12,ドラゴンヘッド,牡,5,58.0,横山 琉人,武藤 善則(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
7,13,レディベル,牝,6,56.0,大野 拓弥,辻 哲英(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
7,14,ウインオーディン,牡,5,58.0,石川 裕紀人,鹿戸 雄一(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
8,15,アスクナイスショー,牡,4,58.0,田辺 裕信,中舘 英二(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
8,16,ルカランフィースト,牡,4,58.0,菅原 明良,鹿戸 雄一(美浦),2503020111,2025年6月28日（土）,福島,15:45,バーデンバーデンカップ,11R,芝2000,3勝
