枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,コンテナワールド,牡,4,57.0,鷲頭 虎太,中竹 和也(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
2,2,ティートラップ,牡,8,60.0,上野 翔,伊藤 伸一(美浦),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
3,3,ナイトスピアー,牡,5,60.0,大江原 圭,小野 次郎(美浦),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
4,4,タンジェントアーク,せん,7,57.0,土田 真翔,田村 康仁(美浦),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
5,5,メイショウコホク,せん,8,60.0,黒岩 悠,笹田 和秀(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
5,6,テクネチウム,牡,4,59.0,中村 将之,前川 恭子(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
6,7,プラチナムレイアー,せん,7,60.0,小牧 加矢太,河嶋 宏樹(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
6,8,ドンカルロ,牡,5,60.0,小野寺 祐太,高柳 大輔(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
7,9,ディナースタ,牡,6,60.0,高田 潤,辻野 泰之(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
7,10,レディステディゴー,牡,7,60.0,難波 剛健,中村 直也(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
8,11,ナリノモンターニュ,牡,8,62.0,五十嵐 雄祐,上原 博之(美浦),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
8,12,スヴァルナ,せん,10,58.0,井上 敏樹,池江 泰寿(栗東),2508021204,2025年6月1日（日）,京都,11:25,サラ系障害4歳上オープン,4R,,ｵｰﾌﾟﾝ
