枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ヴェントステラーレ,牝,3,55.0,藤懸 貴志,田中 克典(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
1,2,メイショウアキカゼ,牝,3,55.0,角田 大和,角田 晃一(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
2,3,ワンウェイトゥヘル,牡,3,57.0,松山 弘平,中村 直也(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
2,4,ハヤブサオヒメサマ,牝,3,51.0,河原田 菜々,渡辺 薫彦(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
3,5,バイルシュタイン,牡,3,57.0,幸 英明,寺島 良(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
3,6,メイショウテンテン,牡,3,57.0,鮫島 良太,牧浦 充徳(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
4,7,ロイヤルテール,牡,3,57.0,小崎 綾也,畑端 省吾(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
4,8,ブルゴーニュ,牝,3,54.0,高杉 吏麒,西園 翔太(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
5,9,アスターニルギリ,牡,3,54.0,橋木 太希,中竹 和也(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
5,10,テイエムダイタカ,牡,3,57.0,国分 優作,小椋 研介(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
6,11,クリノクーチャン,牡,3,57.0,高倉 稜,渡辺 薫彦(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
6,12,マーブルヴァリー,牝,3,55.0,長岡 禎仁,茶木 太樹(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
7,13,タンテドヴィーヴル,牡,3,57.0,団野 大成,斉藤 崇史(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
7,14,オルペラー,牡,3,57.0,酒井 学,吉岡 辰弥(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
8,15,マイクインダム,牝,3,55.0,小沢 大仁,中内田 充正(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
8,16,カネトシエテルノ,牝,3,55.0,田口 貫太,大橋 勇樹(栗東),2507030105,2025年7月26日（土）,中京,11:40,サラ系3歳未勝利,5R,ダ1400,未勝利
