枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,モズフラッシュ,牝,3,55.0,幸 英明,畑端 省吾(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
1,2,ネオクイーン,牝,3,54.0,西塚 洸二,藤原 英昭(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
2,3,ハッコウイチウ,牡,3,56.0,吉村 誠之助,杉山 晴紀(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
2,4,ロードプライズ,牡,3,57.0,長岡 禎仁,清水 久詞(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
3,5,マーウォルス,牡,3,57.0,松山 弘平,茶木 太樹(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
3,6,カンプウ,牡,3,57.0,泉谷 楓真,奥村 豊(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
4,7,イッカクセンキン,牡,3,54.0,田山 旺佑,鈴木 孝志(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
4,8,メイショウスゴウデ,牡,3,57.0,井上 敏樹,渡辺 薫彦(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
5,9,ジューンランド,牝,3,55.0,高倉 稜,小椋 研介(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
5,10,サントモナルカ,牡,3,57.0,和田 竜二,平田 修(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
6,11,ペプチドモガミ,せん,3,57.0,小崎 綾也,武 英智(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
6,12,ジーヴル,牡,3,57.0,小沢 大仁,牧田 和弥(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
7,13,サラサハウナイス,牡,3,57.0,国分 優作,岡田 稲男(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
7,14,テルバスタ,牝,3,51.0,河原田 菜々,今野 貞一(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
8,15,ロカヒ,牡,3,57.0,酒井 学,飯田 祐史(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
8,16,ローズゴジャール,牝,3,55.0,城戸 義政,荒川 義之(栗東),2510020603,2025年7月13日（日）,小倉,11:05,サラ系3歳未勝利,3R,ダ1700,未勝利
