枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ミスヨシゼン,牝,4,55.0,西塚 洸二,本間 忍(美浦),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
2,2,パルメリータ,牝,5,54.0,永島 まなみ,西園 正都(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
3,3,ダディーズアイル,牡,4,57.0,高杉 吏麒,千田 輝彦(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
4,4,アクルクス,牡,3,55.0,幸 英明,池添 学(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
4,5,アシャカブラン,牡,4,58.0,秋山 稔樹,大根田 裕之(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
5,6,カルパ,牡,4,58.0,川田 将雅,須貝 尚介(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
5,7,ガビーズブラザー,牡,3,55.0,松若 風馬,牧田 和弥(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
6,8,ウォーターパラディ,牡,3,54.0,吉村 誠之助,岡田 稲男(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
6,9,ハクサンアイリス,牡,3,55.0,小崎 綾也,高橋 一哉(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
7,10,エナジーガンツ,牡,3,55.0,田口 貫太,小椋 研介(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
7,11,レジェンダリーデイ,せん,5,58.0,小沢 大仁,森田 直行(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
8,12,サムデイ,牝,4,56.0,坂井 瑠星,新谷 功一(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
8,13,シャドウキャッスル,牡,3,51.0,河原田 菜々,藤原 英昭(栗東),2507030310,2025年8月2日（土）,中京,17:15,サラ系3歳上500万円以下,10R,ダ1400,1勝
