枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,開催地,発走時刻,レース名,レース番号
1,1,サダムオプシス ,牡,4,58.0,藤懸 貴志,平田 修(栗東),2504020406,2025年8月3日（日）,新潟,15:10,月岡温泉特別,6R
2,2,マーシャルポイント ,せん,4,58.0,杉原 誠人,矢嶋 大樹(美浦),2504020406,2025年8月3日（日）,新潟,15:10,月岡温泉特別,6R
3,3,ナイトスラッガー ,牡,4,58.0,戸崎 圭太,小栗 実(栗東),2504020406,2025年8月3日（日）,新潟,15:10,月岡温泉特別,6R
4,4,フナデ ,牡,4,58.0,津村 明秀,嘉藤 貴行(美浦),2504020406,2025年8月3日（日）,新潟,15:10,月岡温泉特別,6R
5,5,カフェアローロ ,牝,4,56.0,菅原 明良,古賀 慎明(美浦),2504020406,2025年8月3日（日）,新潟,15:10,月岡温泉特別,6R
