枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ララエキリーブル,牡,3,57.0,古川 吉洋,坂口 智康(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
2,2,リュウジンオー,牡,3,57.0,武 豊,野中 賢二(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
3,3,タイセイバンクール,牡,3,57.0,鮫島 克駿,西村 真幸(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
3,4,エポカリーナ,牡,3,54.0,古川 奈穂,土田 稔(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
4,5,フランクテソーロ,牡,3,57.0,佐々木 大輔,畠山 吉宏(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
4,6,ジーティートゥルー,牡,3,57.0,黛 弘人,田島 俊明(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
5,7,ヒサエノオモカゲ,牝,3,55.0,横山 武史,千葉 直人(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
5,8,サーフギャラクシー,牡,3,54.0,柴田 裕一郎,松山 将樹(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
6,9,トーセンディーン,牡,3,57.0,原田 和真,池上 昌和(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
6,10,アイビーガオー,牡,3,57.0,斎藤 新,青木 孝文(美浦),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
7,11,レーヌドフルール,牝,3,52.0,和田 陽希,西園 正都(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
7,12,オドラニャソンソン,牡,3,54.0,舟山 瑠泉,東田 明士(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
8,13,メイショウナナコ,牝,3,55.0,丹内 祐次,荒川 義之(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
8,14,ホウオウチェスター,牡,3,57.0,横山 和生,安田 翔伍(栗東),2502010904,2025年7月12日（土）,函館,11:25,サラ系3歳未勝利,4R,ダ1700,未勝利
