枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,パレハ,牝,4,55.0,鮫島 克駿,新谷 功一(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
2,2,フェアエールング,牝,5,56.0,丹内 祐次,和田 正一郎(美浦),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
3,3,グランスラムアスク,牝,6,55.0,古川 奈穂,矢作 芳人(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
3,4,ココナッツブラウン,牝,5,55.0,北村 友一,上村 洋行(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
4,5,コンクシェル,牝,5,55.0,佐々木 大輔,清水 久詞(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
4,6,ドナベティ,牝,4,55.0,藤岡 佑介,矢作 芳人(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
5,7,レーゼドラマ,牝,3,53.0,R.キング,辻野 泰之(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
5,8,シングザットソング,牝,5,56.0,武 豊,高野 友和(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
6,9,ビヨンドザヴァレー,牝,5,55.0,菱田 裕二,橋口 慎介(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
6,10,アルジーヌ,牝,5,56.0,川田 将雅,中内田 充正(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
7,11,ライラック,牝,6,55.0,石川 裕紀人,相沢 郁(美浦),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
7,12,アリスヴェリテ,牝,5,55.0,池添 謙一,中竹 和也(栗東),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
8,13,クリスマスパレード,牝,4,57.0,横山 武史,加藤 士津八(美浦),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
8,14,フィールシンパシー,牝,6,55.0,横山 琉人,小島 茂之(美浦),2501010411,2025年8月3日（日）,札幌,15:25,北海道新聞杯クイーンステークスGIII,11R,芝1800,Ｇ３
