枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ピエナクレスコ,牡,4,54.0,河原田 菜々,谷 潔(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
2,2,ヤングアメリカンズ,牡,3,54.0,高杉 吏麒,奥村 豊(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
3,3,フェヴリエ,牡,4,55.0,田山 旺佑,新谷 功一(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
4,4,ソングコレクター,牝,3,53.0,酒井 学,小林 真也(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
4,5,アートレスマインド,牡,3,55.0,小沢 大仁,坂口 智康(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
5,6,ライノ,牡,3,55.0,北村 友一,高野 友和(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
5,7,エイユーファイヤー,牡,3,55.0,中井 裕二,森田 直行(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
6,8,ブルーワール,牡,4,58.0,松若 風馬,高柳 大輔(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
6,9,ヤノマスティーロ,牡,3,55.0,鮫島 克駿,杉山 晴紀(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
7,10,インディゴ,牡,3,55.0,岩田 望来,野中 賢二(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
7,11,マルモリキング,牡,5,58.0,田口 貫太,大橋 勇樹(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
8,12,レグロスヴァーグ,牡,4,55.0,和田 陽希,鈴木 孝志(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
8,13,チュウジョウ,牡,3,55.0,幸 英明,杉山 佳明(栗東),2509030208,2025年6月8日（日）,阪神,13:40,サラ系3歳上500万円以下,8R,ダ1800,1勝
