枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,マテンロウノカゼ,牡,4,58.0,幸 英明,昆 貢(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
1,2,メイショウコナン,牡,4,58.0,団野 大成,荒川 義之(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
2,3,ストップヤーニング,牡,3,54.0,高杉 吏麒,羽月 友彦(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
2,4,ギュルヴィ,牡,3,55.0,M.デムーロ,大久保 龍志(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
3,5,ヨリノレジェンド,牡,3,55.0,川田 将雅,奥村 豊(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
3,6,シュネーグロッケン,牡,3,54.0,吉村 誠之助,清水 久詞(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
4,7,バッケンレコード,牡,3,55.0,太宰 啓介,秋山 真一郎(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
4,8,ケイアイアルタイル,牡,4,58.0,城戸 義政,梅田 智之(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
5,9,ユキノクラウン,牡,3,55.0,菱田 裕二,長谷川 浩大(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
5,10,サディーク,牝,3,53.0,坂井 瑠星,河嶋 宏樹(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
6,11,ビバジョー,牝,3,51.0,永島 まなみ,西園 正都(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
6,12,レヴァンテシチー,牡,3,52.0,田山 旺佑,佐々木 晶三(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
7,13,ゴールドダイアー,牡,3,55.0,藤懸 貴志,平田 修(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
7,14,ステイクオール,牡,3,55.0,松山 弘平,上村 洋行(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
8,15,ゴッドヴァレー,牡,3,55.0,田口 貫太,渡辺 薫彦(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
8,16,ヴィヴィッシモ,牡,5,58.0,泉谷 楓真,松永 幹夫(栗東),2510020508,2025年7月12日（土）,小倉,13:55,サラ系3歳上500万円以下,8R,ダ1700,1勝
