枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ジョセフィーナ,牝,4,53.0,和田 陽希,今野 貞一(栗東),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
2,2,マジカルフェアリー,牝,3,53.0,横山 武史,寺島 良(栗東),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
3,3,タマモネモフィラ,牝,5,52.0,小林 美駒,大橋 勇樹(栗東),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
4,4,ケープウィッカム,牝,4,56.0,丹内 祐次,中舘 英二(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
4,5,オカメノコイ,牝,3,50.0,鷲頭 虎太,小笠 倫弘(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
5,6,レーヴドレフォン,牝,4,53.0,古川 奈穂,矢作 芳人(栗東),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
5,7,スペシャリスト,牝,5,56.0,佐々木 大輔,高橋 文雅(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
6,8,ローマンレイク,牝,4,56.0,鮫島 克駿,松永 幹夫(栗東),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
6,9,オンザスクエア,牝,3,53.0,横山 和生,上原 佑紀(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
7,10,ペイシャアンジェロ,牝,5,56.0,原田 和真,伊藤 伸一(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
7,11,ランスノーブル,牝,5,56.0,古川 吉洋,上原 博之(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
8,12,デルマサクラサク,牝,3,53.0,川又 賢治,牧田 和弥(栗東),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
8,13,コルヴィル,牝,4,56.0,黛 弘人,柄崎 将寿(美浦),2502010712,2025年7月5日（土）,函館,16:05,サラ系3歳上500万円以下,12R,ダ1700,1勝
