枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,メイショウセツゲツ,牝,3,55.0,田口 貫太,高橋 義忠(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
1,2,モメン,牝,3,55.0,松山 弘平,高橋 亮(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
2,3,メイショウドライブ,牝,3,55.0,幸 英明,鈴木 孝志(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
2,4,ハートオブザシーズ,牝,3,55.0,北村 友一,森田 直行(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
3,5,ソイジャガー,牝,3,55.0,川須 栄彦,中尾 秀正(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
3,6,キラメキダンサー,牝,3,53.0,永島 まなみ,大根田 裕之(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
4,7,ダンツリーザ,牝,3,55.0,菱田 裕二,谷 潔(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
4,8,オッシレイション,牝,3,52.0,田山 旺佑,四位 洋文(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
5,9,ミトノキャット,牝,3,54.0,吉村 誠之助,前川 恭子(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
5,10,ソッフィオーネ,牝,3,55.0,田村 太雅,畑端 省吾(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
6,11,エナドライブ,牝,3,55.0,岡田 祥嗣,吉田 直弘(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
6,12,スマートアリスター,牝,3,55.0,内田 博幸,畑端 省吾(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
7,13,ニネンエフグミ,牝,3,55.0,長岡 禎仁,茶木 太樹(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
7,14,アルピナセブン,牝,3,55.0,秋山 稔樹,北出 成人(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
8,15,セガンティーニ,牝,3,54.0,高杉 吏麒,坂口 智康(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
8,16,ヴィヴァシャス,牝,3,55.0,岩田 望来,笹田 和秀(栗東),2509030401,2025年6月15日（日）,阪神,10:05,サラ系3歳未勝利,1R,ダ1200,未勝利
