枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,タイセイアビリティ,牡,3,57.0,斎藤 新,小林 真也(栗東),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
2,2,コウユーウィズユー,牝,3,55.0,川又 賢治,竹内 正洋(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
3,3,バースフラワー,牝,3,51.0,小林 美駒,小手川 準(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
4,4,エンジェルラダー,牝,3,55.0,佐々木 大輔,木村 哲也(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
5,5,ノイシュロス,牡,3,57.0,古川 吉洋,清水 英克(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
5,6,セイウンヤタガラス,牡,3,57.0,松岡 正海,堀内 岳志(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
6,7,ダブルシルバー,牡,3,54.0,柴田 裕一郎,小椋 研介(栗東),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
6,8,メイショウユウモウ,せん,3,54.0,和田 陽希,西園 正都(栗東),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
7,9,サファリ,牡,3,54.0,古川 奈穂,浜田 多実雄(栗東),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
7,10,グルナルーフス,牡,3,56.0,松本 大輝,中川 公成(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
8,11,カービスベイ,牡,3,57.0,黛 弘人,武藤 善則(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
8,12,ミッキーマカパ,牡,3,54.0,舟山 瑠泉,田中 博康(美浦),2502010702,2025年7月5日（土）,函館,10:25,サラ系3歳未勝利,2R,ダ1000,未勝利
