枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アルバニクス,牝,2,55.0,大野 拓弥,田村 康仁(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
2,2,ニシノマーレ,牝,2,55.0,菅原 明良,伊藤 大士(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
3,3,ヒルデグリム,牝,2,52.0,石神 深道,小野 次郎(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
4,4,モンラッシェ,牝,2,55.0,C.ルメール,木村 哲也(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
5,5,ボーントゥラブユー,牝,2,55.0,三浦 皇成,小笠 倫弘(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
5,6,ハートニヒヲツケテ,牝,2,55.0,小林 脩斗,鈴木 慎太郎(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
6,7,ラプランセス,牝,2,55.0,戸崎 圭太,斎藤 誠(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
6,8,エイシンウィゾール,牝,2,55.0,横山 琉人,田中 剛(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
7,9,ビアリッツ,牝,2,55.0,亀田 温心,北出 成人(栗東),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
7,10,ドナルンバ,牝,2,55.0,石橋 脩,上原 佑紀(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
8,11,ノリチャンボウルズ,牝,2,55.0,菊沢 一樹,西園 翔太(栗東),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
8,12,ルージュアストレア,牝,2,55.0,R.キング,栗田 徹(美浦),2504020102,2025年7月26日（土）,新潟,10:20,サラ系2歳新馬,2R,芝1600,新馬
