枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ダイシンビヨンド,牝,6,56.0,国分 優作,梅田 智之(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
2,2,ミッキーストライク,牡,4,58.0,松若 風馬,矢作 芳人(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
3,3,ミッドナイトホーク,せん,4,58.0,幸 英明,宮地 貴稔(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
4,4,マルクパージュ,牝,5,56.0,小沢 大仁,加藤 公太(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
5,5,レッドフェルメール,牡,3,55.0,川田 将雅,藤原 英昭(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
6,6,アスクムービーオン,牡,4,57.0,高杉 吏麒,前川 恭子(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
7,7,ザカリナン,牡,3,52.0,田山 旺佑,小栗 実(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
7,8,リアルフォルゴーレ,牡,3,55.0,田口 貫太,大橋 勇樹(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
8,9,ノクナレア,牝,3,53.0,松山 弘平,今野 貞一(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
8,10,ミニトランザット,牡,3,54.0,吉村 誠之助,杉山 佳明(栗東),2507030112,2025年7月26日（土）,中京,18:15,サラ系3歳上500万円以下,12R,芝1600,1勝
