枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,開催地,発走時刻,レース名,レース番号
1,1,カーリンハート ,牝,3,55.0,角田 大和,四位 洋文(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
1,2,ダノンフィオーレ ,牝,3,55.0,松山 弘平,藤原 英昭(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
2,3,メリッサバローズ ,牝,3,54.0,西塚 洸二,友道 康夫(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
2,4,ワイドリューレント ,牝,3,55.0,団野 大成,奥村 豊(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
3,5,アンビアンス ,牝,3,55.0,酒井 学,清水 久詞(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
3,6,シュパネントダイヤ ,牝,3,55.0,A.バデル,吉村 圭司(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
4,7,アイスモント ,牝,3,55.0,坂井 瑠星,宮本 博(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
4,8,サフランクイン ,牝,3,55.0,高倉 稜,渡辺 薫彦(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
5,9,セキトバシューズ ,牝,3,55.0,小崎 綾也,新谷 功一(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
5,10,ロッツオブプランズ ,牝,3,52.0,田山 旺佑,四位 洋文(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
6,11,ホウショウビフウ ,牝,3,52.0,川端 海翼,井上 智史(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
6,12,エメラルドライン ,牝,3,55.0,小沢 大仁,西村 真幸(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
7,13,ジョリーピクシー ,牝,3,51.0,河原田 菜々,笹田 和秀(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
7,14,マリアブーケ ,牝,3,55.0,秋山 稔樹,高橋 義忠(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
7,15,ルックアップトゥー ,牝,3,53.0,永島 まなみ,小栗 実(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
8,16,ヴォレンティエーリ ,牝,3,55.0,田口 貫太,角田 晃一(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
8,17,テレプシコーラ ,牝,3,54.0,吉村 誠之助,坂口 智康(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
8,18,リオンプライム ,牝,3,55.0,幸 英明,鈴木 孝志(栗東),2507030409,2025年8月3日（日）,中京,16:45,サラ系3歳未勝利,9R
