枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ナムラトロム,牡,3,55.0,吉田 隼人,石栗 龍彦(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
2,2,アルマロクザン,牝,5,56.0,松岡 正海,伊藤 伸一(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
3,3,ブラヴィーノ,牡,6,58.0,長浜 鴻緒,天間 昭一(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
4,4,カウスリップ,牝,3,53.0,横山 和生,中舘 英二(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
5,5,ラブディーヴァ,牝,4,56.0,武 豊,田中 勝春(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
6,6,ジーティーポライト,牝,4,56.0,上里 直汰,加藤 和宏(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
7,7,ミクストベリーズ,牡,3,55.0,横山 武史,伊藤 圭三(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
7,8,スプリングデイ,牝,4,56.0,黛 弘人,伊藤 大士(美浦),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
8,9,マキシマムドライブ,牡,3,55.0,丹内 祐次,田中 淳司(招待),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
8,10,ヒラボクカレラ,牡,3,55.0,岩田 康誠,奥村 豊(栗東),2502010309,2025年6月21日（土）,函館,14:15,下北半島特別,9R,芝1200,1勝
