枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,マイネルアース,牡,3,57.0,柴田 大知,金成 貴史(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
1,2,ハクシンブライアン,牡,3,57.0,大野 拓弥,松山 将樹(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
2,3,アバレリュウ,牡,3,57.0,野中 悠太郎,鈴木 慎太郎(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
2,4,フォルテッシモダイ,牡,3,57.0,小林 凌大,小西 一男(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
3,5,レッドシュトラール,牡,3,57.0,丸山 元気,宮田 敬介(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
3,6,グレートシューター,牡,3,54.0,遠藤 汰月,伊藤 伸一(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
4,7,トリプルバレル,牡,3,57.0,団野 大成,稲垣 幸雄(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
4,8,ミッキーアロット,牡,3,57.0,吉田 豊,久保田 貴士(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
5,9,クロライナ,せん,3,57.0,荻野 極,小笠 倫弘(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
5,10,ヨタロー,牡,3,57.0,西村 太一,堀内 岳志(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
6,11,アリアルブラック,牡,3,57.0,田辺 裕信,久保田 貴士(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
6,12,クインズガナッシュ,牝,3,54.0,横山 琉人,小島 茂之(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
7,13,ライジンシチー,牡,3,57.0,岩部 純二,萱野 浩二(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
7,14,リラキトス,牡,3,57.0,菊沢 一樹,高木 登(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
8,15,デルマアリエル,牡,3,54.0,石神 深道,深山 雅史(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
8,16,グラスグリード,牡,3,57.0,木幡 巧也,小笠 倫弘(美浦),2505030403,2025年6月15日（日）,東京,10:55,サラ系3歳未勝利,3R,ダ1600,未勝利
