枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,マゲバスピード,牡,2,55.0,M.ディー,藤原 英昭(栗東),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
1,2,ナフセッド,牡,2,55.0,岩田 望来,中川 公成(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
2,3,カズノダイジョウ,牝,2,55.0,団野 大成,浅利 英明(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
2,4,ロンドンプライド,牝,2,55.0,吉田 豊,竹内 正洋(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
3,5,トルネードアイル,牡,2,55.0,荻野 極,鹿戸 雄一(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
3,6,ヘラクレステソーロ,牡,2,55.0,木幡 巧也,高木 登(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
4,7,サノノグレーター,牡,2,54.0,横山 琉人,尾形 和幸(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
4,8,ウィングブルー,牝,2,55.0,戸崎 圭太,斎藤 誠(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
5,9,ゴットタレント,牡,2,55.0,杉原 誠人,田村 康仁(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
5,10,マランドロ,牡,2,55.0,原 優介,奥平 雅士(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
6,11,マーゴットブロー,牡,2,55.0,野中 悠太郎,伊坂 重信(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
6,12,シャルトル,牡,2,55.0,三浦 皇成,栗田 徹(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
7,13,ティナンヴァランタ,牝,2,55.0,丸山 元気,森 一誠(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
7,14,ハッピーラッキー,牡,2,55.0,丸田 恭介,武市 康男(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
8,15,ダーリングハースト,牝,2,55.0,D.レーン,国枝 栄(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
8,16,セイウンリメンバー,牡,2,55.0,津村 明秀,千葉 直人(美浦),2505030605,2025年6月22日（日）,東京,12:35,サラ系2歳新馬,5R,芝1600,新馬
