枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アットアブラスト,せん,5,57.0,高杉 吏麒,小椋 研介(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
2,2,シャインバオバブ,牡,3,54.0,太宰 啓介,本田 優(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
3,3,クラウディアイ,牡,3,54.0,坂井 瑠星,橋口 慎介(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
4,4,タイセイアーサー,牡,7,58.0,斎藤 新,青木 孝文(美浦),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
5,5,ネロコルヴィーノ,牡,4,58.0,和田 竜二,辻野 泰之(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
6,6,ミントマーク,牡,5,58.0,幸 英明,高橋 一哉(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
7,7,サイモンベローチェ,牡,3,54.0,酒井 学,佐々木 晶三(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
7,8,サンライズバブル,牡,3,51.0,田山 旺佑,新谷 功一(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
8,9,グランデスフィーダ,牡,5,58.0,岩田 望来,佐藤 悠太(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
8,10,レーヌマロン,牝,3,51.0,吉村 誠之助,小栗 実(栗東),2509030507,2025年6月21日（土）,阪神,13:25,サラ系3歳上500万円以下,7R,芝2400,1勝
