枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,フレイミングパイ,牝,4,56.0,角田 大和,中竹 和也(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
1,2,ジーベック,牡,4,55.0,古川 奈穂,矢作 芳人(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
2,3,ランウインディ,牝,4,53.0,柴田 裕一郎,中尾 秀正(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
2,4,ワークソング,牡,4,58.0,国分 恭介,牧浦 充徳(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
3,5,ズバットマサムネ,せん,4,58.0,川又 賢治,杉山 佳明(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
3,6,サクハル,牡,6,58.0,長岡 禎仁,今野 貞一(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
4,7,ソーニャシュニク,牝,4,54.0,今村 聖奈,武井 亮(美浦),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
4,8,ジョヴィアン,牡,5,57.0,吉村 誠之助,奥村 豊(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
5,9,フェリ,牝,5,53.0,田山 旺佑,佐々木 晶三(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
5,10,ニホンピロトッティ,牝,4,56.0,田口 貫太,緒方 努(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
6,11,オースミメッシーナ,牝,6,56.0,幸 英明,宮本 博(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
6,12,ミライテーラー,牝,4,56.0,中井 裕二,緒方 努(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
7,13,パドマ,牝,4,56.0,松若 風馬,杉山 晴紀(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
7,14,メイデンタワー,牝,5,56.0,鮫島 克駿,稲垣 幸雄(美浦),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
8,15,カンザシ,牝,6,56.0,岩田 康誠,蛯名 正義(美浦),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
8,16,フォルテローザ,牝,4,56.0,団野 大成,斉藤 崇史(栗東),2508021208,2025年6月1日（日）,京都,14:00,サラ系4歳上1000万円以下,8R,ダ1200,2勝
