枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ファランジリング,牝,3,52.0,遠藤 汰月,手塚 貴久(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
1,2,グレイトレッグ,牡,3,57.0,菊沢 一樹,菊沢 隆徳(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
2,3,バイオマックス,牡,3,57.0,原 優介,黒岩 陽一(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
2,4,ウインベアトリス,牝,3,55.0,戸崎 圭太,深山 雅史(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
3,5,ペプロス,牝,3,55.0,石橋 脩,矢野 英一(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
3,6,ソラノキャンバス,せん,3,55.0,今村 聖奈,武井 亮(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
4,7,マザーズウィル,牝,3,55.0,三浦 皇成,国枝 栄(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
4,8,エバーステイ,牝,3,55.0,吉田 豊,久保田 貴士(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
5,9,クオレプリマドンナ,牝,3,52.0,石神 深道,和田 正一郎(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
5,10,ショウナンタハティ,牡,3,57.0,菅原 明良,大竹 正博(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
6,11,マイホームヒロイン,牝,3,55.0,丸田 恭介,深山 雅史(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
6,12,ケイマノキコウシ,せん,3,57.0,杉原 誠人,栗田 徹(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
7,13,ケイツーブル,牡,3,57.0,内田 博幸,千葉 直人(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
7,14,ゴールデンマーチ,牝,3,52.0,石田 拓郎,新開 幸一(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
8,15,ブレードダンシング,牡,3,54.0,水沼 元輝,岩戸 孝樹(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
8,16,ララセリーヌ,牝,3,55.0,木幡 巧也,牧 光二(美浦),2503020308,2025年7月5日（土）,福島,14:05,サラ系3歳未勝利,8R,芝1800,未勝利
