枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アタラシイカドデニ,牡,3,57.0,幸 英明,上原 博之(美浦),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
2,2,スナークピカソ,牡,3,57.0,小沢 大仁,高橋 一哉(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
3,3,エイヨーアメジスト,牝,3,55.0,松若 風馬,牧田 和弥(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
4,4,ロードガレリア,牡,3,57.0,高杉 吏麒,藤岡 健一(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
5,5,マイユニバース,牡,3,57.0,藤岡 佑介,武 幸四郎(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
6,6,キングメーカー,牡,3,57.0,田口 貫太,須貝 尚介(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
6,7,センツブラッド,牡,3,57.0,団野 大成,斉藤 崇史(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
7,8,ライトトラック,牡,3,57.0,和田 竜二,友道 康夫(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
7,9,エイカイカッシーナ,牝,3,55.0,西塚 洸二,藤原 英昭(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
8,10,ニュークレド,牡,3,57.0,菱田 裕二,石坂 公一(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
8,11,バズアップビート,牡,3,57.0,鮫島 克駿,友道 康夫(栗東),2508021211,2025年6月1日（日）,京都,16:05,白百合ステークスL,11R,芝1800,OP(L)
