枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,サトノクローク,牡,5,56.0,菱田 裕二,橋口 慎介(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
1,2,エラトー,牝,4,55.0,R.キング,上村 洋行(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
2,3,ガジュノリ,牝,4,55.0,丹内 祐次,尾形 和幸(美浦),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
2,4,ハニーコム,牝,4,53.0,松岡 正海,蛯名 正義(美浦),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
3,5,ソリダリティ,牡,6,56.0,斎藤 新,西園 翔太(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
3,6,ショーモン,せん,5,53.0,荻野 琢真,東田 明士(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
4,7,テリオスララ,牝,3,53.0,鮫島 克駿,田島 俊明(美浦),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
4,8,ナムラフッカー,牡,4,56.0,武 豊,長谷川 浩大(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
5,9,アスクオンディープ,せん,6,54.0,古川 奈穂,前川 恭子(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
5,10,ラーンザロープス,牝,4,54.0,浜中 俊,武 幸四郎(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
6,11,アマイ,牝,5,55.0,丸田 恭介,伊藤 大士(美浦),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
6,12,テーオーダグラス,牡,4,57.0,佐々木 大輔,須貝 尚介(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
7,13,エープラス,牝,7,54.0,横山 武史,池上 昌和(美浦),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
7,14,フェステスバント,牝,5,54.0,古川 吉洋,藤岡 健一(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
8,15,クレバーテースト,せん,6,55.0,吉田 隼人,佐藤 悠太(栗東),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
8,16,フェミナフォルテ,牝,5,52.0,横山 琉人,小島 茂之(美浦),2501010311,2025年8月2日（土）,札幌,15:25,STV賞,11R,芝2000,3勝
