枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,コパノアントニオ,牡,4,58.0,藤岡 佑介,梅田 智之(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
2,2,ノボリクレバー,牝,5,56.0,吉村 誠之助,石橋 守(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
3,3,メイショウソウタ,牡,4,58.0,鮫島 克駿,岡田 稲男(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
3,4,ギマール,牡,4,58.0,岩田 康誠,上村 洋行(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
4,5,バトンインディ,牡,4,58.0,幸 英明,安達 昭夫(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
4,6,ルナビス,牝,5,56.0,小沢 大仁,森田 直行(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
5,7,リジン,牡,6,58.0,菱田 裕二,加藤 公太(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
5,8,シュプリンガー,せん,6,58.0,長岡 禎仁,小栗 実(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
6,9,テーオールビー,牝,4,56.0,斎藤 新,宮 徹(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
6,10,プルナチャンドラ,牡,4,58.0,古川 吉洋,小野 次郎(美浦),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
7,11,ホルトバージ,牡,4,58.0,松若 風馬,寺島 良(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
7,12,ダディーズトリップ,牡,9,58.0,団野 大成,千田 輝彦(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
8,13,ミヤジレガリア,牝,5,56.0,和田 竜二,鈴木 孝志(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
8,14,メイショウカシワデ,牡,4,58.0,角田 大和,角田 晃一(栗東),2508021209,2025年6月1日（日）,京都,14:35,與杼特別,9R,ダ1800,2勝
