枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,テイエムパイロット,牡,3,54.0,今村 聖奈,秋山 真一郎(栗東),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
2,2,デボラ,牝,3,54.0,三浦 皇成,西園 正都(栗東),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
3,3,コムーネ,牝,3,51.0,石神 深道,奥平 雅士(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
4,4,ビービーエフォート,牝,3,51.0,遠藤 汰月,高柳 瑞樹(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
5,5,ナムラトロム,牡,3,56.0,戸崎 圭太,石栗 龍彦(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
5,6,マルモリディライト,牝,5,56.0,柴田 大知,畠山 吉宏(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
6,7,ラブアイミー,牝,3,51.0,石田 拓郎,森田 直行(栗東),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
6,8,レイオーバー,牡,3,56.0,内田 博幸,本間 忍(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
7,9,タワークライマー,せん,3,56.0,小林 脩斗,嘉藤 貴行(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
7,10,ナギサノバルコニー,牝,3,54.0,嶋田 純次,伊坂 重信(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
8,11,チカポコ,牝,5,56.0,丸山 元気,西園 正都(栗東),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
8,12,ハッピーサプライズ,牡,4,58.0,菊沢 一樹,佐藤 吉勝(美浦),2504020412,2025年8月3日（日）,新潟,18:25,サラ系3歳上500万円以下,12R,芝1200,1勝
