枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アンビアンス,牝,3,55.0,酒井 学,清水 久詞(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
2,2,パイオニアスクエア,牡,3,57.0,和田 竜二,友道 康夫(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
2,3,ウインヘリオドール,牡,3,57.0,松山 弘平,梅田 智之(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
3,4,テレプシコーラ,牝,3,54.0,吉村 誠之助,坂口 智康(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
3,5,ジェットエアー,牡,3,53.0,河原田 菜々,清水 久詞(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
4,6,ミッキーティラミス,牝,3,53.0,今村 聖奈,高橋 亮(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
4,7,キングベル,牡,3,57.0,菱田 裕二,鈴木 孝志(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
5,8,フララナキラ,牡,3,57.0,坂井 瑠星,田中 克典(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
5,9,シックスパック,牡,3,55.0,永島 まなみ,須貝 尚介(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
6,10,ヴァリラプトル,牝,3,55.0,斎藤 新,高野 友和(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
6,11,リビングストン,牡,3,57.0,岩田 望来,吉岡 辰弥(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
7,12,ラッシュグリーン,牡,3,57.0,川須 栄彦,池添 学(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
7,13,キラーチューン,牝,3,55.0,団野 大成,斉藤 崇史(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
8,14,ナムラブルータス,牡,3,57.0,田口 貫太,大橋 勇樹(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
8,15,セルリアンドロップ,牡,3,57.0,太宰 啓介,宮 徹(栗東),2509030506,2025年6月21日（土）,阪神,12:55,サラ系3歳未勝利,6R,芝2000,未勝利
