枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,キタノブライド,牝,5,56.0,菱田 裕二,坂口 智康(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
1,2,ベルダイナフェロー,牝,4,56.0,団野 大成,東田 明士(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
2,3,トルーマンテソーロ,牡,6,58.0,吉村 誠之助,菊川 正達(美浦),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
2,4,トモジャケーヤ,牡,5,58.0,国分 優作,大根田 裕之(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
3,5,ダミエ,牡,5,58.0,幸 英明,武 幸四郎(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
3,6,トーホウキザン,牡,5,58.0,橋木 太希,高橋 康之(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
4,7,マイレーヌ,牝,5,56.0,永島 まなみ,斎藤 誠(美浦),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
4,8,エコロエイト,牡,4,58.0,和田 竜二,田村 康仁(美浦),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
5,9,モックモック,牡,5,58.0,小沢 大仁,寺島 良(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
5,10,タイガースパーク,牡,5,58.0,田口 貫太,大橋 勇樹(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
6,11,アルシオーネ,牡,7,58.0,川田 将雅,須貝 尚介(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
6,12,ジョヴィアン,牡,5,58.0,A.バデル,奥村 豊(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
7,13,グラティアスミノル,牡,4,58.0,高倉 稜,北出 成人(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
7,14,ヴェロクオーレ,牝,4,56.0,坂井 瑠星,石坂 公一(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
8,15,ワイワイレジェンド,牡,4,58.0,高杉 吏麒,前川 恭子(栗東),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
8,16,トーセンサウダージ,牡,5,58.0,岩田 康誠,杉浦 宏昭(美浦),2507030106,2025年7月26日（土）,中京,15:01,四日市特別,6R,ダ1400,2勝
