枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ジョイボーイ,牡,3,55.0,坂井 瑠星,四位 洋文(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
2,2,ニホンピロゴルディ,牡,4,58.0,田口 貫太,安達 昭夫(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
3,3,エイシンキャプテン,牡,3,55.0,団野 大成,野中 賢二(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
4,4,シャインバオバブ,牡,3,55.0,太宰 啓介,本田 優(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
5,5,サトノクロシェット,牝,4,56.0,和田 竜二,平田 修(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
6,6,ティータイム,牝,5,56.0,酒井 学,長谷川 浩大(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
6,7,トラストエムシー,牡,5,58.0,高杉 吏麒,北出 成人(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
7,8,ランツフート,牡,3,55.0,M.デムーロ,大久保 龍志(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
7,9,テイクザクラウン,牡,4,58.0,川田 将雅,吉村 圭司(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
8,10,ラブカ,牡,4,58.0,小沢 大仁,今野 貞一(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
8,11,サンライズロジャー,牡,3,55.0,幸 英明,加藤 公太(栗東),2510020509,2025年7月12日（土）,小倉,14:25,英彦山特別,9R,芝2600,1勝
