枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,コウセキ,牡,3,55.0,松山 弘平,西園 正都(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
2,2,カフジキアッキエレ,牝,5,55.0,西塚 洸二,森田 直行(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
3,3,カワテンティアラ,牝,3,53.0,加藤 聡一,角田 輝也(招待),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
4,4,リンゲルブルーメ,牝,3,53.0,和田 竜二,佐藤 悠太(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
5,5,ブルーレース,牝,3,53.0,田口 貫太,宮本 博(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
5,6,サトノランデヴー,牝,3,53.0,鴨宮 祥行,田中 一巧(招待),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
6,7,エクストラバック,牡,4,58.0,北村 友一,西園 正都(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
6,8,ラブアイミー,牝,3,53.0,高倉 稜,森田 直行(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
7,9,ショウナンラフィネ,牝,3,53.0,幸 英明,高野 友和(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
7,10,ツッチーフェイス,牝,6,56.0,小沢 大仁,今野 貞一(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
8,11,サニーサルサ,牝,3,51.0,永島 まなみ,高橋 康之(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
8,12,ウインラウダ,牡,4,58.0,団野 大成,梅田 智之(栗東),2510020808,2025年7月20日（日）,小倉,13:55,サラ系3歳上500万円以下,8R,芝1200,1勝
