枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,インマイブラッド,牝,3,55.0,川須 栄彦,中尾 秀正(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
1,2,ダシータピット,牡,3,53.0,河原田 菜々,中竹 和也(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
2,3,インザスカイ,牡,3,57.0,岩田 康誠,佐藤 悠太(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
2,4,チュウワロンドン,牡,3,57.0,加藤 祥太,庄野 靖志(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
3,5,アルデフォックス,せん,3,56.0,高杉 吏麒,藤岡 健一(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
3,6,ゼンノソブリン,牡,3,57.0,田口 貫太,四位 洋文(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
4,7,キャットサンライズ,牝,3,55.0,中井 裕二,庄野 靖志(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
4,8,マナエトレ,牡,3,56.0,吉村 誠之助,清水 久詞(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
5,9,ゴールドエンペラー,牡,3,54.0,川端 海翼,羽月 友彦(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
5,10,ドウジャスティ,牡,3,57.0,坂井 瑠星,池江 泰寿(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
6,11,リライトヒストリー,牡,3,57.0,幸 英明,安達 昭夫(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
6,12,ボンショワ,牝,3,55.0,角田 大和,長谷川 浩大(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
7,13,シュパネントウィル,牡,3,57.0,川田 将雅,吉村 圭司(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
7,14,カルミアクラウン,牝,3,52.0,田山 旺佑,吉岡 辰弥(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
8,15,ストラーダレアーレ,牡,3,55.0,永島 まなみ,大久保 龍志(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
8,16,エイシンキャロッツ,牡,3,57.0,和田 竜二,小崎 憲(栗東),2510020706,2025年7月19日（土）,小倉,12:55,サラ系3歳未勝利,6R,ダ1700,未勝利
