枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ストームサンダー,牡,2,51.0,小林 美駒,安達 昭夫(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
1,2,クワイエットアイ,牡,2,52.0,柴田 裕一郎,中竹 和也(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
2,3,ライトアズフェザー,牝,2,54.0,松本 大輝,千葉 直人(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
2,4,コルテオソレイユ,牡,2,55.0,鮫島 克駿,佐藤 悠太(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
3,5,ファンシーフリル,牝,2,55.0,松岡 正海,蛯名 利弘(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
3,6,ロードベルファスト,牡,2,55.0,斎藤 新,畑端 省吾(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
4,7,ロンドンオービタル,牝,2,55.0,横山 武史,岩戸 孝樹(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
4,8,ハチハチローズ,牝,2,52.0,橋木 太希,松永 康利(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
5,9,エミフルソウタ,牡,2,55.0,R.キング,根本 康広(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
5,10,マジッククッキー,牡,2,52.0,和田 陽希,加藤 士津八(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
6,11,ケイベエ,牡,2,55.0,武 豊,杉浦 宏昭(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
6,12,ヨッシーリオ,牡,2,55.0,池添 謙一,北出 成人(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
7,13,ヘクセンハウス,牝,2,55.0,丹内 祐次,吉田 直弘(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
7,14,ミルトハッピー,牡,2,52.0,舟山 瑠泉,武市 康男(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
8,15,モルトカリーナ,牝,2,55.0,原田 和真,粕谷 昌央(美浦),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
8,16,ワイズギャング,牝,2,52.0,古川 奈穂,河嶋 宏樹(栗東),2502011201,2025年7月20日（日）,函館,9:50,サラ系2歳未勝利,1R,芝1200,未勝利
