枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,チョメチョメ,牡,4,58.0,荻野 琢真,松永 康利(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
2,2,バレンタインガール,牝,4,56.0,佐々木 大輔,古賀 慎明(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
3,3,デルマグレムリン,牡,6,58.0,和田 陽希,緒方 努(栗東),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
4,4,ラスハンメル,牡,5,58.0,武 豊,松永 幹夫(栗東),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
4,5,グレン,牡,5,58.0,松本 大輝,野中 賢二(栗東),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
5,6,スピードリッチ,牡,4,58.0,藤岡 佑介,藤岡 健一(栗東),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
5,7,ハイラント,牡,4,58.0,丹内 祐次,伊藤 大士(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
6,8,ヴァイザーバルコ,せん,5,58.0,古川 吉洋,水野 貴広(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
6,9,ライフセービング,牡,4,58.0,鮫島 克駿,宮 徹(栗東),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
7,10,コルデアニル,牝,5,56.0,原田 和真,金成 貴史(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
7,11,ミヤビブレイブ,牝,5,56.0,北村 友一,小島 茂之(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
8,12,ウインマクシマム,牡,4,58.0,松岡 正海,畠山 吉宏(美浦),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
8,13,キャリーハピネス,牡,5,58.0,斎藤 新,河嶋 宏樹(栗東),2501010110,2025年7月26日（土）,札幌,14:50,ライラック賞,10R,芝2600,2勝
