枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,メイショウホダワラ,牝,3,55.0,団野 大成,荒川 義之(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
1,2,タマモペルリーナ,牝,3,54.0,吉村 誠之助,池添 学(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
2,3,ウインクルホープ,牝,3,55.0,長岡 禎仁,高橋 亮(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
2,4,メイショウロンド,牝,3,52.0,森田 誠也,千田 輝彦(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
3,5,ワンダーフレックス,牝,3,55.0,中井 裕二,森田 直行(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
3,6,ミトノキャット,牝,3,55.0,幸 英明,前川 恭子(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
4,7,ヴィヴァシャス,牝,3,53.0,今村 聖奈,笹田 和秀(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
4,8,スマートピリカ,牝,3,51.0,河原田 菜々,渡辺 薫彦(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
5,9,チムニーパイプ,牝,3,55.0,菱田 裕二,岡田 稲男(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
5,10,ファータビアンカ,牝,3,52.0,鷲頭 虎太,佐々木 晶三(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
6,11,グレースサンライズ,牝,3,55.0,荻野 琢真,小林 真也(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
6,12,フラッシュケリー,牝,3,55.0,小沢 大仁,緒方 努(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
7,13,ペンテリコン,牝,3,55.0,藤岡 佑介,武 幸四郎(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
7,14,ウィンビュー,牝,3,52.0,川端 海翼,畑端 省吾(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
8,15,クリノクイーン,牝,3,52.0,和田 陽希,荒川 義之(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
8,16,メイショウアキカゼ,牝,3,54.0,高杉 吏麒,角田 晃一(栗東),2508021201,2025年6月1日（日）,京都,9:55,サラ系3歳未勝利,1R,ダ1200,未勝利
