枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,オレデイイノカ,牡,7,54.0,内田 博幸,古賀 慎明(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
2,2,メテオールライト,牝,5,54.0,丸山 元気,萩原 清(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
2,3,ウィンドフォール,牡,4,57.0,木幡 巧也,牧 光二(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
3,4,クレメダンジュ,牝,5,53.0,石川 裕紀人,鈴木 孝志(栗東),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
3,5,フジマサテイオー,牡,4,53.0,江田 照男,菊川 正達(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
4,6,サノノエスポ,牝,5,52.0,原 優介,中舘 英二(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
4,7,ユアフラッシュ,牝,5,53.0,川端 海翼,辻野 泰之(栗東),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
5,8,フルオール,牡,6,57.0,大野 拓弥,斎藤 誠(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
5,9,ジャスパーグレイト,牡,6,57.0,戸崎 圭太,森 秀行(栗東),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
6,10,エンセリオ,牝,4,53.0,荻野 極,小笠 倫弘(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
6,11,ゴールドアローン,牝,4,54.0,菊沢 一樹,青木 孝文(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
7,12,デコラシオン,牡,6,57.0,C.ルメール,高木 登(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
7,13,タクシンイメル,牝,4,53.0,高倉 稜,武 英智(栗東),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
8,14,シェットランド,牡,5,54.0,吉田 豊,久保田 貴士(美浦),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
8,15,サトノアイオライト,牝,4,55.0,菅原 明良,吉村 圭司(栗東),2504020307,2025年8月2日（土）,新潟,15:45,柳都ステークス,7R,ダ1800,3勝
