枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,オレデイイノカ,牡,7,58.0,内田 博幸,古賀 慎明(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
1,2,ホウオウスーペリア,牡,5,58.0,菅原 明良,吉岡 辰弥(栗東),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
2,3,トップオブジェラス,牡,6,58.0,横山 武史,高木 登(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
2,4,フジマサテイオー,牡,4,58.0,佐々木 大輔,菊川 正達(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
3,5,ラタフォレスト,牡,4,58.0,津村 明秀,加藤 征弘(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
3,6,グロバーテソーロ,牡,4,58.0,戸崎 圭太,高木 登(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
4,7,サイモンブーケ,牝,5,56.0,A.シュタルケ,梅田 智之(栗東),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
4,8,リバートゥルー,牝,5,56.0,吉田 豊,久保田 貴士(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
5,9,ターコイズフリンジ,牡,4,58.0,C.ルメール,田中 博康(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
5,10,グラウンドビート,せん,4,58.0,丹内 祐次,田村 康仁(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
6,11,テリフィックプラン,牡,4,58.0,D.レーン,萩原 清(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
6,12,グランツアーテム,牡,7,58.0,横山 和生,中川 公成(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
7,13,ジャスリー,牡,5,58.0,木幡 巧也,田島 俊明(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
7,14,ワンパット,牡,4,58.0,松山 弘平,高橋 亮(栗東),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
8,15,ダノンザボルケーノ,牡,4,58.0,横山 典弘,菊沢 隆徳(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
8,16,コブラ,牡,6,58.0,菊沢 一樹,菊沢 隆徳(美浦),2505021209,2025年6月1日（日）,東京,14:20,薫風ステークス,9R,ダ1600,3勝
