枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,スズノソレイユ,牡,3,52.0,小林 美駒,平田 修(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
2,2,コムルヴァン,牝,4,56.0,斎藤 新,藤岡 健一(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
3,3,オメガドライヴ,牡,3,54.0,松本 大輝,安田 翔伍(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
4,4,ブレイジングスター,牡,3,52.0,和田 陽希,高橋 康之(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
4,5,ユウェンタース,牝,3,53.0,鮫島 克駿,宮 徹(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
5,6,クールシェルタ,牡,6,58.0,黛 弘人,高橋 文雅(美浦),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
5,7,ロストボール,せん,6,55.0,森田 誠也,加藤 和宏(美浦),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
6,8,サトノルクソン,牡,5,55.0,舟山 瑠泉,藤原 英昭(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
6,9,コスモシェルベット,牡,3,55.0,横山 武史,水野 貴広(美浦),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
7,10,リュミナーズ,牝,3,53.0,松岡 正海,堀内 岳志(美浦),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
7,11,ショウナンヤッホー,牡,3,55.0,池添 謙一,栗田 徹(美浦),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
8,12,レッドベルダンス,牡,3,55.0,嶋田 純次,手塚 貴久(美浦),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
8,13,ウォーターリーダー,牡,5,58.0,武 豊,藤野 健太(栗東),2501010109,2025年7月26日（土）,札幌,14:20,サラ系3歳上500万円以下,9R,ダ1700,1勝
