枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ラヴィーズドリーム,牝,3,52.0,遠藤 汰月,伊藤 伸一(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
2,2,ガールネクストドア,牝,3,55.0,杉原 誠人,南田 美知雄(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
2,3,ベルツリー,牝,3,55.0,岩部 純二,村田 一誠(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
3,4,サンパギータチャン,牝,3,52.0,佐藤 翔馬,杉浦 宏昭(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
3,5,ルージュミネルバ,牝,3,55.0,石橋 脩,尾関 知人(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
4,6,エファルジェント,牝,3,55.0,菊沢 一樹,堀内 岳志(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
4,7,シンフォニーシーズ,牝,3,55.0,菅原 明良,清水 英克(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
5,8,アミラジオネ,牝,3,52.0,水沼 元輝,西田 雄一郎(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
5,9,ジュリスタ,牝,3,55.0,吉田 豊,稲垣 幸雄(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
6,10,インレット,牝,3,55.0,大野 拓弥,鈴木 慎太郎(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
6,11,フクチャンサクラ,牝,3,55.0,三浦 皇成,加藤 征弘(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
7,12,コオリナラグーン,牝,3,53.0,今村 聖奈,古賀 慎明(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
7,13,フランシナテソーロ,牝,3,55.0,柴田 大知,畠山 吉宏(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
8,14,マオノクラッシュ,牝,3,55.0,原 優介,黒岩 陽一(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
8,15,トレジャーハウス,牝,3,55.0,江田 照男,田中 剛(美浦),2504020305,2025年8月2日（土）,新潟,11:50,サラ系3歳未勝利,5R,ダ1200,未勝利
