枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ダノンアトラス,牡,4,58.0,坂井 瑠星,橋口 慎介(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
2,2,ロストシークレット,牡,4,58.0,川田 将雅,中内田 充正(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
3,3,アウローラシエル,牡,5,58.0,国分 恭介,森田 直行(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
4,4,デルシエロ,牡,4,57.0,吉村 誠之助,清水 久詞(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
5,5,エンマ,牡,3,55.0,高倉 稜,武 英智(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
6,6,キーウェーブ,牡,4,58.0,城戸 義政,宮地 貴稔(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
7,7,ジャスティンガルフ,牡,4,58.0,和田 竜二,茶木 太樹(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
7,8,キーチパルフェ,牡,4,58.0,松山 弘平,高柳 大輔(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
8,9,ローガンパス,牡,4,58.0,亀田 温心,東田 明士(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
8,10,チャットケリー,牝,3,53.0,鮫島 良太,緒方 努(栗東),2510020807,2025年7月20日（日）,小倉,13:25,サラ系3歳上500万円以下,7R,芝1800,1勝
