枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ヘザルフェン,牡,4,60.0,森 一馬,昆 貢(栗東),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
2,2,ネロコルヴィーノ,牡,4,60.0,小坂 忠士,辻野 泰之(栗東),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
3,3,カイタロー,牡,6,60.0,上野 翔,和田 雄二(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
3,4,ヘヴンリーハンド,せん,4,60.0,石神 深一,武井 亮(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
4,5,メイショウカゲカツ,牡,6,60.0,難波 剛健,西園 正都(栗東),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
4,6,スズノイナズマ,せん,7,60.0,大江原 圭,深山 雅史(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
5,7,ジッピーレーサー,せん,8,60.0,伴 啓太,天間 昭一(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
5,8,ディープグラビティ,せん,6,60.0,草野 太郎,矢嶋 大樹(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
6,9,サンライズジーク,牡,5,60.0,小野寺 祐太,矢作 芳人(栗東),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
6,10,ゴールデンルーキー,牡,4,60.0,中村 将之,粕谷 昌央(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
7,11,ナムラドーギー,牡,4,60.0,五十嵐 雄祐,石栗 龍彦(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
7,12,レッドファーロ,牡,6,60.0,西谷 誠,松永 幹夫(栗東),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
8,13,フェーングロッテン,せん,6,60.0,高田 潤,宮本 博(栗東),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
8,14,カイザーブリッツ,せん,5,60.0,江田 勇亮,伊藤 圭三(美浦),2507030101,2025年7月26日（土）,中京,9:35,サラ系障害3歳上未勝利,1R,,未勝利
