枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アドバンスモダン,牡,2,55.0,松若 風馬,森 秀行(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
2,2,アイルトン,牡,2,55.0,団野 大成,佐々木 晶三(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
3,3,ダブルチャレンジ,牝,2,55.0,長岡 禎仁,深山 雅史(美浦),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
4,4,レッドレベンディス,牡,2,55.0,幸 英明,庄野 靖志(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
5,5,オタルイーグル,牡,2,54.0,高杉 吏麒,高柳 大輔(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
6,6,アイク,牝,2,55.0,小沢 大仁,佐藤 悠太(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
6,7,フーガカンタービレ,牝,2,55.0,坂井 瑠星,大久保 龍志(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
7,8,マイケルバローズ,牡,2,55.0,川田 将雅,上村 洋行(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
7,9,ドナベーネ,牝,2,55.0,田口 貫太,高橋 一哉(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
8,10,レディーゴール,牝,2,54.0,吉村 誠之助,池添 学(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
8,11,コスモファーブロス,牝,2,55.0,和田 竜二,吉田 直弘(栗東),2507030104,2025年7月26日（土）,中京,11:10,サラ系2歳新馬,4R,芝1400,新馬
