枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,スターターン,牡,4,56.0,酒井 学,坂口 智康(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
1,2,テイエムトッキュウ,牡,7,58.5,川須 栄彦,秋山 真一郎(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
2,3,ヒビキ,牡,5,55.0,西塚 洸二,辻野 泰之(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
2,4,ジレトール,牡,6,58.5,北村 友一,松永 幹夫(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
3,5,ファーンヒル,牡,6,56.0,鮫島 克駿,清水 久詞(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
3,6,エティエンヌ,せん,6,56.0,高杉 吏麒,吉田 直弘(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
4,7,メイショウミツヤス,牡,7,55.0,和田 竜二,飯田 祐史(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
4,8,ジョーローリット,牝,4,53.0,柴田 裕一郎,中竹 和也(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
5,9,ペプチドヤマト,牡,6,56.0,藤岡 佑介,武 英智(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
5,10,キタノズエッジ,牡,4,55.0,古川 吉洋,畑端 省吾(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
6,11,エスカル,牡,4,55.0,松若 風馬,森 秀行(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
6,12,アームズレイン,牡,5,58.0,岩田 望来,上村 洋行(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
7,13,アッティーヴォ,牡,11,53.0,田口 貫太,大根田 裕之(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
7,14,クロジシジョー,牡,6,58.5,菱田 裕二,岡田 稲男(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
8,15,サンライズアムール,牡,6,58.5,幸 英明,小林 真也(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
8,16,マニバドラ,牡,5,57.5,団野 大成,森 秀行(栗東),2509030211,2025年6月8日（日）,阪神,15:30,水無月ステークス,11R,ダ1200,ｵｰﾌﾟﾝ
