枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,エールヴィリース,牡,3,57.0,菱田 裕二,橋口 慎介(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
2,2,ハックルベリー,牡,3,57.0,田口 貫太,加藤 公太(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
3,3,サルタール,せん,3,57.0,鮫島 克駿,小崎 憲(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
3,4,ジョーエルピーゾ,牡,3,54.0,柴田 裕一郎,松下 武士(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
4,5,ホウショウビフウ,牝,3,52.0,鷲頭 虎太,井上 智史(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
4,6,クロシオカレント,牡,3,57.0,岩田 康誠,東田 明士(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
5,7,ピエナアイル,牡,3,53.0,河原田 菜々,渡辺 薫彦(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
5,8,ナムラエン,牝,3,55.0,団野 大成,長谷川 浩大(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
6,9,カンタカナリート,牡,3,57.0,加藤 祥太,小椋 研介(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
6,10,ペプチドモガミ,せん,3,54.0,森田 誠也,武 英智(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
7,11,サルファー,牡,3,57.0,国分 恭介,西園 翔太(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
7,12,オリジナルファイン,牝,3,54.0,吉村 誠之助,清水 久詞(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
8,13,ルシャリオ,牡,3,54.0,田山 旺佑,新谷 功一(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
8,14,マテンロウシルビア,牝,3,55.0,太宰 啓介,四位 洋文(栗東),2508021202,2025年6月1日（日）,京都,10:25,サラ系3歳未勝利,2R,ダ1900,未勝利
