枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,スノーリン,牡,3,57.0,杉原 誠人,西田 雄一郎(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
1,2,ヴェルダリオ,牡,3,57.0,菅原 明良,高木 登(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
2,3,スノーバンティング,牡,3,57.0,石川 裕紀人,高柳 瑞樹(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
2,4,ミステンザン,牝,3,55.0,武藤 雅,和田 正一郎(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
3,5,アスクアーバンシー,牡,3,57.0,横山 琉人,矢作 芳人(栗東),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
3,6,バレアリックシー,せん,3,54.0,石田 拓郎,菊沢 隆徳(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
4,7,バッキンガムパレス,牝,3,55.0,大野 拓弥,辻 哲英(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
4,8,エスキモーギャル,牝,3,52.0,佐藤 翔馬,杉浦 宏昭(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
5,9,ロードオブキング,牡,3,57.0,戸崎 圭太,中川 公成(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
5,10,フルールネージュ,牝,3,52.0,遠藤 汰月,武藤 善則(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
6,11,マイネルゲミュート,牡,3,54.0,石神 深道,清水 英克(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
6,12,ピコラ,牝,3,55.0,木幡 巧也,黒岩 陽一(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
7,13,レガーロカリーノ,牝,3,55.0,菊沢 一樹,菊沢 隆徳(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
7,14,ウアーシュプルング,牝,3,55.0,津村 明秀,鹿戸 雄一(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
8,15,ギャランドゥ,牡,3,57.0,荻野 極,萩原 清(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
8,16,ミッドセンチュリー,牡,3,57.0,嶋田 純次,松山 将樹(美浦),2503020407,2025年7月6日（日）,福島,13:35,サラ系3歳未勝利,7R,芝2000,未勝利
