枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,シンシーネ,牝,3,52.0,舟山 瑠泉,高橋 義忠(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
2,2,ハッピールンナ,牝,3,55.0,古川 吉洋,大根田 裕之(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
3,3,カスバートテソーロ,牝,3,55.0,吉田 隼人,畠山 吉宏(美浦),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
3,4,ハプスブルグ,牝,3,52.0,古川 奈穂,河嶋 宏樹(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
4,5,エニグマティーク,牝,3,52.0,和田 陽希,小崎 憲(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
4,6,スワローサプライズ,牝,3,52.0,森田 誠也,杉山 晴紀(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
5,7,ブルームワルツ,牝,3,52.0,小林 美駒,稲垣 幸雄(美浦),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
5,8,ハイゼンスレイ,牝,3,55.0,丹内 祐次,畑端 省吾(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
6,9,ホウオウハナビ,牝,3,55.0,池添 謙一,奥村 武(美浦),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
6,10,ヤマニンパルフェ,牝,3,55.0,横山 武史,辻 哲英(美浦),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
7,11,メイショウナナコ,牝,3,55.0,武 豊,荒川 義之(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
7,12,アニラ,牝,3,53.0,鷲頭 虎太,松下 武士(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
8,13,レディゴディヴァ,牝,3,55.0,鮫島 克駿,小崎 憲(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
8,14,ルージュラティーナ,牝,3,55.0,佐々木 大輔,池江 泰寿(栗東),2501010402,2025年8月3日（日）,札幌,10:30,サラ系3歳未勝利,2R,ダ1700,未勝利
