枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,イフルジャンス,牡,3,57.0,D.レーン,金成 貴史(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
2,2,エバーグリーン,牡,3,54.0,石田 拓郎,青木 孝文(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
3,3,クラレット,牡,3,57.0,菅原 明良,古賀 慎明(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
4,4,レイデアンジェロ,牡,3,57.0,三浦 皇成,国枝 栄(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
5,5,アレグランサ,牡,3,57.0,原 優介,栗田 徹(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
6,6,マイネルフィスキオ,牡,3,54.0,石神 深道,佐藤 吉勝(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
6,7,アイスフィールド,牡,3,57.0,小林 脩斗,西田 雄一郎(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
7,8,デルマジュテーム,牝,3,55.0,的場 勇人,的場 均(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
7,9,タナハシ,牡,3,57.0,菊沢 一樹,伊坂 重信(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
8,10,オビドス,牡,3,57.0,吉田 豊,高橋 文雅(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
8,11,ドラゴンラック,牡,3,57.0,津村 明秀,相沢 郁(美浦),2505030302,2025年6月14日（土）,東京,10:40,サラ系3歳未勝利,2R,芝2400,未勝利
