枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,カネトシブルーム,牡,6,58.0,田口 貫太,大橋 勇樹(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
1,2,メイショウコガシラ,牡,5,58.0,角田 大和,本田 優(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
2,3,ヒロノラメール,牡,4,58.0,C.ルメール,宮地 貴稔(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
2,4,キュールエフウジン,牡,6,58.0,松若 風馬,中尾 秀正(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
3,5,リチャ,牡,5,58.0,川須 栄彦,田中 博康(美浦),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
3,6,ヴィンテージボンド,牡,6,58.0,小崎 綾也,西園 正都(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
4,7,メイショウソウタ,牡,4,58.0,菱田 裕二,岡田 稲男(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
4,8,ルシュヴァルドール,牡,4,58.0,松山 弘平,矢作 芳人(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
5,9,ジャスパーグレイト,牡,6,58.0,横山 典弘,森 秀行(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
5,10,タイゲン,牡,6,58.0,和田 竜二,平田 修(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
6,11,リッケンバッカー,牡,7,58.0,酒井 学,西村 真幸(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
6,12,リトルハピ,牡,4,58.0,坂井 瑠星,大久保 龍志(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
7,13,パシアンジャン,牡,4,58.0,幸 英明,鈴木 孝志(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
7,14,スリリングチェイス,牡,5,58.0,小沢 大仁,渡辺 薫彦(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
8,15,プラーヴィ,せん,5,58.0,高倉 稜,黒岩 陽一(美浦),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
8,16,アーマルコライト,牡,4,58.0,吉村 誠之助,寺島 良(栗東),2509030610,2025年6月22日（日）,阪神,15:01,姫路ステークス,10R,ダ1800,3勝
