枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ニコ,牝,3,52.0,古川 奈穂,大和田 成(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
2,2,セイスイミリオン,牡,3,57.0,松岡 正海,堀内 岳志(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
3,3,カフェブーケット,牡,3,57.0,横山 典弘,柄崎 将寿(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
3,4,ロングロングロング,牡,3,57.0,荻野 琢真,角田 晃一(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
4,5,ブラックレーション,牡,3,56.0,松本 大輝,本田 優(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
4,6,マークオブゾロ,牡,3,54.0,鷲頭 虎太,西村 真幸(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
5,7,サザンブラック,牡,3,54.0,橋木 太希,根本 康広(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
5,8,アルテボーイ,牡,3,57.0,斎藤 新,斎藤 誠(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
6,9,ボールドハーテッド,牡,3,54.0,和田 陽希,鈴木 孝志(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
6,10,タイキフィアリーベ,牡,3,57.0,川又 賢治,中尾 秀正(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
7,11,オンクラウドナイン,牡,3,57.0,藤岡 佑介,和田 正一郎(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
7,12,ルグランシャリオ,牡,3,54.0,小林 美駒,石栗 龍彦(美浦),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
8,13,ジャスティンアロー,牡,3,57.0,北村 友一,吉岡 辰弥(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
8,14,ミユンガー,牡,3,57.0,鮫島 克駿,岡田 稲男(栗東),2501010203,2025年7月27日（日）,札幌,11:00,サラ系3歳未勝利,3R,ダ1700,未勝利
