枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ファーストドラゴン,牡,3,57.0,幸 英明,野中 賢二(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
2,2,メイショウキタダケ,牡,3,55.0,永島 まなみ,荒川 義之(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
3,3,ルクスメンデス,牡,3,57.0,国分 優作,小崎 憲(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
3,4,アバットゥータ,牡,3,57.0,角田 大和,中竹 和也(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
4,5,プライムクオリティ,牡,3,54.0,田山 旺佑,前川 恭子(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
4,6,コンセントレイト,せん,3,56.0,吉村 誠之助,渡辺 薫彦(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
5,7,ダイシンレアレア,牡,3,57.0,川田 将雅,高橋 一哉(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
5,8,アロガントシェイム,牝,3,55.0,M.デムーロ,杉山 佳明(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
6,9,パーソナルレコード,牡,3,56.0,高杉 吏麒,高柳 大輔(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
6,10,メイショウスエヒロ,牡,3,57.0,藤懸 貴志,千田 輝彦(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
7,11,ピスタ,牡,3,57.0,坂井 瑠星,藤原 英昭(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
7,12,ジャスティンロング,牡,3,57.0,岩田 康誠,吉岡 辰弥(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
8,13,ユナパール,牝,3,55.0,菱田 裕二,岡田 稲男(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
8,14,ペプチドモガミ,せん,3,57.0,小崎 綾也,武 英智(栗東),2509030602,2025年6月22日（日）,阪神,10:35,サラ系3歳未勝利,2R,ダ1800,未勝利
