枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,マーベリックシチー,牡,4,58.0,吉田 隼人,岡田 稲男(栗東),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
2,2,ゴルデールスカー,牡,5,58.0,R.キング,加藤 公太(栗東),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
3,3,ローズマイスター,牡,3,52.0,小林 美駒,黒岩 陽一(美浦),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
4,4,マクミランテソーロ,牡,4,58.0,丹内 祐次,田中 剛(美浦),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
5,5,リーゼノアール,せん,5,58.0,北村 友一,国枝 栄(美浦),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
5,6,カペルブリュッケ,牡,3,55.0,鮫島 克駿,浜田 多実雄(栗東),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
6,7,メレカリキマカ,牡,7,58.0,横山 琉人,小島 茂之(美浦),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
6,8,スマートブル,牡,3,53.0,鷲頭 虎太,井上 智史(栗東),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
7,9,アルマグラース,牝,3,53.0,古川 吉洋,水野 貴広(美浦),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
7,10,グランレザンドール,牡,4,55.0,舟山 瑠泉,高橋 義忠(栗東),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
8,11,ラマンシュ,牡,3,55.0,石川 裕紀人,杉山 佳明(栗東),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
8,12,アイオリア,牡,3,55.0,横山 典弘,奥村 武(美浦),2501010407,2025年8月3日（日）,札幌,13:20,サラ系3歳上500万円以下,7R,ダ1700,1勝
