枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ハンベルジャイト,牝,5,56.0,小沢 大仁,大久保 龍志(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
2,2,ネグレスコ,牝,4,56.0,秋山 稔樹,西園 正都(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
3,3,スマートアイ,牝,5,56.0,幸 英明,寺島 良(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
4,4,スコーピオン,牡,4,58.0,菱田 裕二,武藤 善則(美浦),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
5,5,ムーム,牝,4,56.0,川又 賢治,杉山 佳明(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
6,6,ユスティニアン,牡,7,58.0,西塚 洸二,小椋 研介(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
7,7,フーコサンライズ,牝,4,56.0,松山 弘平,加藤 公太(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
7,8,ナスノカンゲツ,牡,5,58.0,高杉 吏麒,武井 亮(美浦),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
8,9,アメリカンマーチ,牡,4,58.0,吉村 誠之助,池江 泰寿(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
8,10,オースミメッシーナ,牝,6,56.0,田口 貫太,宮本 博(栗東),2510020511,2025年7月12日（土）,小倉,15:35,釜山ステークス,11R,ダ1000,3勝
