枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ルーフ,牝,5,52.0,北村 友一,清水 久詞(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
2,2,ポエットリー,牝,4,54.0,鮫島 克駿,平田 修(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
3,3,カルプスペルシュ,牝,3,53.0,横山 武史,石坂 公一(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
4,4,マキアージュ,牝,6,51.0,小林 美駒,菊川 正達(美浦),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
5,5,ナムラローズマリー,牝,4,55.0,武 豊,羽月 友彦(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
5,6,ゴールドサーベル,牡,4,55.0,藤岡 佑介,大久保 龍志(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
6,7,トウカイファクター,せん,6,55.0,丹内 祐次,菊川 正達(美浦),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
6,8,シュヴェルトライテ,牝,6,54.0,松本 大輝,池上 昌和(美浦),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
7,9,ロードトレイル,牡,4,55.0,佐々木 大輔,藤岡 健一(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
7,10,エマヌエーレ,牡,5,56.0,池添 謙一,平田 修(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
8,11,ソノママソノママ,牝,5,54.0,斎藤 新,奥村 豊(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
8,12,モズナナスター,牝,3,53.0,吉田 隼人,矢作 芳人(栗東),2501010111,2025年7月26日（土）,札幌,15:25,TVh賞,11R,芝1200,3勝
