枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ヴォワラクテ,牝,3,52.0,吉村 誠之助,田中 克典(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
2,2,キーパフォーマー,牝,4,53.0,田山 旺佑,佐々木 晶三(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
3,3,アラベラ,牝,3,53.0,松山 弘平,上村 洋行(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
4,4,マドモアゼルアスク,牝,3,53.0,A.バデル,藤原 英昭(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
4,5,サンセットビュー,牝,4,56.0,川田 将雅,新谷 功一(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
5,6,ディスパラール,牝,3,53.0,団野 大成,斉藤 崇史(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
5,7,セナスタイル,牝,3,53.0,坂井 瑠星,安田 翔伍(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
6,8,サイレントグルーヴ,牝,4,56.0,角田 大和,角田 晃一(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
6,9,リードアクトレス,牝,4,56.0,田口 貫太,安達 昭夫(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
7,10,バレンシア,牝,3,52.0,西塚 洸二,笹田 和秀(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
7,11,ジョワイユノエル,牝,3,53.0,小沢 大仁,辻野 泰之(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
8,12,マーゴットレジーナ,牝,3,53.0,幸 英明,小林 真也(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
8,13,スズカミエール,牝,4,56.0,川又 賢治,吉村 圭司(栗東),2507030311,2025年8月2日（土）,中京,17:45,サラ系3歳上500万円以下,11R,芝2000,1勝
