枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,オーシャンステラ,牝,2,55.0,丹内 祐次,菊沢 隆徳(美浦),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
2,2,リピース,牝,2,52.0,小林 美駒,前川 恭子(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
3,3,ハヤテノオジョー,牝,2,55.0,鮫島 克駿,杉山 佳明(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
4,4,ブラックジャック,牡,2,55.0,佐々木 大輔,須貝 尚介(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
5,5,レッドスティンガー,牡,2,55.0,横山 武史,矢嶋 大樹(美浦),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
6,6,サンダーバード,牝,2,55.0,武 豊,武 幸四郎(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
6,7,ポペット,牝,2,52.0,橋木 太希,高橋 康之(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
7,8,ウチュウノセカイ,牡,2,55.0,古川 吉洋,青木 孝文(美浦),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
7,9,ビョウブガウラ,牡,2,55.0,R.キング,清水 英克(美浦),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
8,10,サンエンジェルス,牝,2,55.0,浜中 俊,谷 潔(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
8,11,ブルーメンフェスト,牝,2,55.0,松岡 正海,緒方 努(栗東),2501010305,2025年8月2日（土）,札幌,12:20,サラ系2歳新馬,5R,芝1500,新馬
