枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,エキサイトバイオ,牡,3,53.0,荻野 極,今野 貞一(栗東),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
2,2,フクノブルーレイク,牡,3,57.0,松岡 正海,竹内 正洋(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
3,3,スナークピカソ,牡,3,53.0,小沢 大仁,高橋 一哉(栗東),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
3,4,レーヴブリリアント,牡,3,54.0,舟山 瑠泉,田中 博康(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
4,5,センツブラッド,牡,3,56.0,菅原 明良,斉藤 崇史(栗東),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
4,6,ビーオンザカバー,牡,3,55.0,田辺 裕信,伊藤 圭三(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
5,7,インパクトシー,牡,3,53.0,横山 琉人,大竹 正博(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
5,8,エーオーキング,牡,3,55.0,大野 拓弥,久保田 貴士(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
6,9,モティスフォント,牡,3,54.0,C.ルメール,田村 康仁(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
6,10,アタラシイカドデニ,牡,3,53.0,内田 博幸,上原 博之(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
7,11,トレサフィール,牡,3,55.0,横山 典弘,稲垣 幸雄(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
7,12,バズアップビート,牡,3,55.0,戸崎 圭太,友道 康夫(栗東),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
8,13,チョングク,牡,3,52.0,丸田 恭介,南田 美知雄(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
8,14,ショウナンマクベス,牡,3,54.0,津村 明秀,武市 康男(美浦),2503020211,2025年6月29日（日）,福島,15:45,ラジオNIKKEI賞GIII,11R,芝1800,Ｇ３
