枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,タイキオーベロン,牡,3,54.0,石田 拓郎,高木 登(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
1,2,ベルリネッタ,牡,3,57.0,原 優介,矢野 英一(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
2,3,サウンドリアン,牝,3,55.0,菅原 明良,和田 正一郎(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
2,4,カシノフロレゾン,牡,3,57.0,柴田 大知,和田 雄二(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
3,5,ラウレア,牝,3,55.0,丸田 恭介,伊藤 大士(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
3,6,ブルンツヴィーク,牡,3,57.0,杉原 誠人,柄崎 将寿(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
4,7,ノーブルフェスタ,牝,3,55.0,菊沢 一樹,田島 俊明(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
4,8,ルシェロアズーリ,牝,3,55.0,津村 明秀,鈴木 伸尋(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
5,9,ブドワールドール,牝,3,55.0,戸崎 圭太,西田 雄一郎(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
5,10,アンティジャミーラ,牝,3,55.0,武藤 雅,中川 公成(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
6,11,ベストセラー,牝,3,55.0,荻野 極,森 一誠(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
6,12,アンダーザライト,牡,3,57.0,丸山 元気,宮田 敬介(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
7,13,サンブリンガー,牡,3,57.0,石橋 脩,萩原 清(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
7,14,ミシャベル,牝,3,52.0,佐藤 翔馬,松山 将樹(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
8,15,キャピタルプレイン,牝,3,55.0,三浦 皇成,千葉 直人(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
8,16,タッチダウン,牝,3,55.0,横山 琉人,小島 茂之(美浦),2503020604,2025年7月13日（日）,福島,11:45,サラ系3歳未勝利,4R,芝1200,未勝利
