枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アレナリア,牝,6,52.0,松若 風馬,西園 翔太(栗東),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
2,2,シャハザマーン,牡,4,55.0,松山 弘平,藤原 英昭(栗東),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
3,3,ヤングスカーレット,牡,4,57.0,坂井 瑠星,杉山 晴紀(栗東),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
4,4,バンフィエルド,牡,6,55.0,長岡 禎仁,緒方 努(栗東),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
5,5,ジュンツバメガエシ,牡,5,57.0,A.バデル,友道 康夫(栗東),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
6,6,ワイズゴールド,牝,5,51.0,秋山 稔樹,蛯名 利弘(美浦),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
7,7,ヴァリディシームス,牡,3,54.0,川田 将雅,中内田 充正(栗東),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
7,8,コスモエクスプレス,牡,6,54.0,吉村 誠之助,松永 康利(美浦),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
8,9,ティンク,牝,4,53.0,亀田 温心,久保田 貴士(美浦),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
8,10,ヴィブラツィオーネ,せん,6,54.0,小沢 大仁,辻 哲英(美浦),2507030206,2025年7月27日（日）,中京,15:01,木曽川特別,6R,芝2000,2勝
