枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,マイネルモメンタム,牡,4,58.0,丹内 祐次,相沢 郁(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
2,2,マイネルゼウス,牡,3,55.0,戸崎 圭太,奥村 武(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
3,3,ロードリベラシオン,牡,3,55.0,横山 和生,尾形 和幸(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
4,4,サングラデーション,牡,5,58.0,佐々木 大輔,千葉 直人(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
5,5,スティックバイミー,牝,4,56.0,酒井 学,伊藤 大士(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
5,6,タルタロス,牡,4,58.0,黛 弘人,天間 昭一(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
6,7,シュバルツマサムネ,牡,3,55.0,北村 友一,杉山 佳明(栗東),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
6,8,マリブオレンジ,牝,3,53.0,武 豊,福永 祐一(栗東),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
7,9,ルシタニア,牡,3,55.0,浜中 俊,武 幸四郎(栗東),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
7,10,エイシンジェンマ,牝,5,56.0,川又 賢治,中尾 秀正(栗東),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
8,11,ピジョンポイント,牡,3,55.0,小沢 大仁,岩戸 孝樹(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
8,12,スモーキーゴッド,牡,3,55.0,横山 武史,萩原 清(美浦),2502010109,2025年6月14日（土）,函館,14:15,奥尻特別,9R,芝2000,1勝
