枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,オーレアミスト,牡,3,55.0,岩田 望来,友道 康夫(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
1,2,シャルクハフト,牡,3,54.0,吉村 誠之助,清水 久詞(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
2,3,メイショウオグマ,せん,6,58.0,国分 恭介,安達 昭夫(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
2,4,レッドボブ,牡,3,55.0,北村 友一,田中 克典(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
3,5,エンマ,牡,3,55.0,藤岡 佑介,武 英智(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
3,6,ダノンペドロ,せん,5,58.0,D.レーン,寺島 良(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
4,7,アカデミア,牡,3,55.0,坂井 瑠星,杉山 晴紀(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
4,8,ウールデュボヌール,牡,4,58.0,横山 武史,須貝 尚介(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
5,9,ニホンピロゴルディ,牡,4,58.0,幸 英明,安達 昭夫(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
5,10,ニヒトツーゼーア,牡,3,51.0,河原田 菜々,中竹 和也(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
6,11,リアルペガサス,牡,4,58.0,田口 貫太,大橋 勇樹(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
6,12,サーティファイド,牡,6,58.0,M.ディー,佐藤 悠太(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
7,13,ワールドキッス,牡,3,55.0,戸崎 圭太,河嶋 宏樹(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
7,14,イエスウィズキャン,牡,5,58.0,川須 栄彦,羽月 友彦(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
8,15,ショウナンサエッタ,牡,3,55.0,松山 弘平,渡辺 薫彦(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
8,16,スマートクラビ,牡,3,55.0,鮫島 克駿,中村 直也(栗東),2509030406,2025年6月15日（日）,阪神,12:55,サラ系3歳上500万円以下,6R,ダ1800,1勝
