枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,トーホウディアス,牡,7,58.0,斎藤 新,小栗 実(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
2,2,ユハンヌス,牡,5,58.0,西塚 洸二,大久保 龍志(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
3,3,スーサンアッシャー,牡,6,58.0,和田 竜二,鈴木 孝志(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
3,4,デイトナモード,牡,5,58.0,高杉 吏麒,千田 輝彦(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
4,5,ムーンリットナイト,牡,6,58.0,吉村 誠之助,杉山 佳明(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
4,6,バンドシェル,牡,4,58.0,鮫島 克駿,西村 真幸(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
5,7,プレシオーソ,せん,8,58.0,菱田 裕二,岡田 稲男(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
5,8,ガロンヌ,牡,4,58.0,岩田 康誠,上村 洋行(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
6,9,ブリュットミレジメ,牡,6,58.0,小沢 大仁,荒川 義之(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
6,10,ヤマニンアストロン,牡,4,58.0,団野 大成,石橋 守(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
7,11,メイショウウネビ,牡,6,58.0,松若 風馬,本田 優(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
7,12,キャプテンシー,牡,4,58.0,幸 英明,松永 幹夫(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
8,13,ウインスノーライト,牡,5,58.0,長岡 禎仁,杉山 晴紀(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
8,14,サクセスアイ,牝,5,56.0,亀田 温心,北出 成人(栗東),2508021212,2025年6月1日（日）,京都,16:40,渡月橋ステークス,12R,芝1400,3勝
